attendance_id,student_id,course_code,date,status,hours_present,total_hours,notes
15909,UJ2024287,INF1511,2024-04-04,PRESENT,2.4,2.4,Class 10
15910,UJ2024287,INF1511,2024-04-11,PRESENT,2.9,2.9,Class 11
15911,UJ2024287,PLS2601,2024-02-01,ABSENT,0,2.4,Class 1
15912,UJ2024287,PLS2601,2024-02-08,PRESENT,2.4,2.4,Class 2
15913,UJ2024287,PLS2601,2024-02-15,PRESENT,2.4,2.4,Class 3
15914,UJ2024287,PLS2601,2024-02-22,PRESENT,2.3,2.3,Class 4
15915,UJ2024287,PLS2601,2024-02-29,PRESENT,2.8,2.8,Class 5
15916,UJ2024287,PLS2601,2024-03-07,LATE,2.2,2.5,Class 6
15917,UJ2024287,PLS2601,2024-03-14,ABSENT,0,2.4,Class 7
15918,UJ2024287,PLS2601,2024-03-21,PRESENT,2.8,2.8,Class 8
15919,UJ2024287,PLS2601,2024-03-28,PRESENT,2.5,2.5,Class 9
15920,UJ2024287,PLS2601,2024-04-04,PRESENT,2.4,2.4,Class 10
15921,UJ2024287,PLS2601,2024-04-11,PRESENT,2.4,2.4,Class 11
15922,UJ2024287,MNB1501,2024-02-01,PRESENT,2.5,2.5,Class 1
15923,UJ2024287,MNB1501,2024-02-08,PRESENT,2.1,2.1,Class 2
15924,UJ2024287,MNB1501,2024-02-15,PRESENT,2.8,2.8,Class 3
15925,UJ2024287,MNB1501,2024-02-22,PRESENT,2.1,2.1,Class 4
15926,UJ2024287,MNB1501,2024-02-29,PRESENT,2.9,2.9,Class 5
15927,UJ2024287,MNB1501,2024-03-07,ABSENT,0,2.7,Class 6
15928,UJ2024287,MNB1501,2024-03-14,PRESENT,2.1,2.1,Class 7
15929,UJ2024287,MNB1501,2024-03-21,PRESENT,2.7,2.7,Class 8
15930,UJ2024287,MNB1501,2024-03-28,PRESENT,2.5,2.5,Class 9
15931,UJ2024287,MNB1501,2024-04-04,PRESENT,2.6,2.6,Class 10
15932,UJ2024287,MNB1501,2024-04-11,PRESENT,2.3,2.3,Class 11
15933,UJ2024287,MNB1501,2024-04-18,ABSENT,0,2.3,Class 12
15934,UJ2024287,ARC1511,2024-02-01,PRESENT,2.7,2.7,Class 1
15935,UJ2024287,ARC1511,2024-02-08,PRESENT,2.1,2.1,Class 2
15936,UJ2024287,ARC1511,2024-02-15,PRESENT,2.0,2.0,Class 3
15937,UJ2024287,ARC1511,2024-02-22,PRESENT,2.4,2.4,Class 4
15938,UJ2024287,ARC1511,2024-02-29,PRESENT,2.6,2.6,Class 5
15939,UJ2024287,ARC1511,2024-03-07,PRESENT,2.1,2.1,Class 6
15940,UJ2024287,ARC1511,2024-03-14,PRESENT,2.9,2.9,Class 7
15941,UJ2024287,ARC1511,2024-03-21,PRESENT,3.0,3.0,Class 8
15942,UJ2024287,ARC1511,2024-03-28,PRESENT,2.1,2.1,Class 9
15943,UJ2024287,ARC1511,2024-04-04,PRESENT,2.3,2.3,Class 10
15944,UJ2024287,ARC1511,2024-04-11,PRESENT,2.7,2.7,Class 11
15945,UJ2024287,ARC1511,2024-04-18,PRESENT,2.5,2.5,Class 12
15946,UJ2024287,PHY1513,2024-02-01,PRESENT,2.0,2.0,Class 1
15947,UJ2024287,PHY1513,2024-02-08,PRESENT,2.9,2.9,Class 2
15948,UJ2024287,PHY1513,2024-02-15,PRESENT,2.7,2.7,Class 3
15949,UJ2024287,PHY1513,2024-02-22,PRESENT,2.8,2.8,Class 4
15950,UJ2024287,PHY1513,2024-02-29,PRESENT,2.9,2.9,Class 5
15951,UJ2024287,PHY1513,2024-03-07,PRESENT,2.1,2.1,Class 6
15952,UJ2024287,PHY1513,2024-03-14,ABSENT,0,2.6,Class 7
15953,UJ2024287,PHY1513,2024-03-21,PRESENT,2.7,2.7,Class 8
15954,UJ2024287,PHY1513,2024-03-28,PRESENT,2.6,2.6,Class 9
15955,UJ2024287,PHY1513,2024-04-04,PRESENT,2.8,2.8,Class 10
15956,UJ2024287,PHY1513,2024-04-11,PRESENT,2.4,2.4,Class 11
15957,UJ2024287,CHE2611,2024-02-01,PRESENT,2.1,2.1,Class 1
15958,UJ2024287,CHE2611,2024-02-08,PRESENT,2.9,2.9,Class 2
15959,UJ2024287,CHE2611,2024-02-15,PRESENT,2.8,2.8,Class 3
15960,UJ2024287,CHE2611,2024-02-22,PRESENT,2.5,2.5,Class 4
15961,UJ2024287,CHE2611,2024-02-29,PRESENT,2.6,2.6,Class 5
15962,UJ2024287,CHE2611,2024-03-07,PRESENT,2.2,2.2,Class 6
15963,UJ2024287,CHE2611,2024-03-14,PRESENT,2.9,2.9,Class 7
15964,UJ2024287,CHE2611,2024-03-21,PRESENT,2.8,2.8,Class 8
15965,UJ2024287,CHE2611,2024-03-28,PRESENT,2.3,2.3,Class 9
15966,UJ2024287,CHE2611,2024-04-04,PRESENT,2.8,2.8,Class 10
15967,UJ2024287,CHE2611,2024-04-11,PRESENT,2.6,2.6,Class 11
15968,UJ2024287,CHE2611,2024-04-18,PRESENT,3.0,3.0,Class 12
15969,UJ2024287,CHE2611,2024-04-25,PRESENT,2.4,2.4,Class 13
15970,UJ2024287,CHE2611,2024-05-02,PRESENT,2.5,2.5,Class 14
15971,UJ2024287,CHE2611,2024-05-09,PRESENT,2.9,2.9,Class 15
15972,UJ2024287,SOC2601,2024-02-01,PRESENT,2.4,2.4,Class 1
15973,UJ2024287,SOC2601,2024-02-08,PRESENT,2.7,2.7,Class 2
15974,UJ2024287,SOC2601,2024-02-15,ABSENT,0,2.5,Class 3
15975,UJ2024287,SOC2601,2024-02-22,LATE,2.2,3.0,Class 4
15976,UJ2024287,SOC2601,2024-02-29,PRESENT,2.0,2.0,Class 5
15977,UJ2024287,SOC2601,2024-03-07,ABSENT,0,2.8,Class 6
15978,UJ2024287,SOC2601,2024-03-14,ABSENT,0,2.8,Class 7
15979,UJ2024287,SOC2601,2024-03-21,PRESENT,2.2,2.2,Class 8
15980,UJ2024287,SOC2601,2024-03-28,PRESENT,3.0,3.0,Class 9
15981,UJ2024287,SOC2601,2024-04-04,ABSENT,0,2.9,Class 10
15982,UJ2024287,SOC2601,2024-04-11,PRESENT,2.5,2.5,Class 11
15983,UJ2024287,SOC2601,2024-04-18,PRESENT,2.5,2.5,Class 12
15984,UJ2024287,SOC2601,2024-04-25,ABSENT,0,3.0,Class 13
15985,UJ2024288,SOC1501,2024-02-01,PRESENT,2.6,2.6,Class 1
15986,UJ2024288,SOC1501,2024-02-08,PRESENT,2.4,2.4,Class 2
15987,UJ2024288,SOC1501,2024-02-15,PRESENT,2.4,2.4,Class 3
15988,UJ2024288,SOC1501,2024-02-22,PRESENT,2.7,2.7,Class 4
15989,UJ2024288,SOC1501,2024-02-29,PRESENT,2.8,2.8,Class 5
15990,UJ2024288,SOC1501,2024-03-07,PRESENT,2.5,2.5,Class 6
15991,UJ2024288,SOC1501,2024-03-14,PRESENT,2.4,2.4,Class 7
15992,UJ2024288,SOC1501,2024-03-21,PRESENT,2.8,2.8,Class 8
15993,UJ2024288,SOC1501,2024-03-28,PRESENT,2.5,2.5,Class 9
15994,UJ2024288,SOC1501,2024-04-04,PRESENT,2.2,2.2,Class 10
15995,UJ2024288,SOC1501,2024-04-11,PRESENT,2.5,2.5,Class 11
15996,UJ2024288,SOC1501,2024-04-18,PRESENT,2.9,2.9,Class 12
15997,UJ2024288,SOC1501,2024-04-25,ABSENT,0,2.7,Class 13
15998,UJ2024288,BIO1511,2024-02-01,PRESENT,2.5,2.5,Class 1
15999,UJ2024288,BIO1511,2024-02-08,PRESENT,2.2,2.2,Class 2
16000,UJ2024288,BIO1511,2024-02-15,ABSENT,0,2.4,Class 3
16001,UJ2024288,BIO1511,2024-02-22,PRESENT,2.0,2.0,Class 4
16002,UJ2024288,BIO1511,2024-02-29,PRESENT,2.2,2.2,Class 5
16003,UJ2024288,BIO1511,2024-03-07,PRESENT,2.1,2.1,Class 6
16004,UJ2024288,BIO1511,2024-03-14,PRESENT,2.9,2.9,Class 7
16005,UJ2024288,BIO1511,2024-03-21,ABSENT,0,2.0,Class 8
16006,UJ2024288,BIO1511,2024-03-28,PRESENT,2.4,2.4,Class 9
16007,UJ2024288,BIO1511,2024-04-04,PRESENT,2.5,2.5,Class 10
16008,UJ2024288,MAT2681,2024-02-01,ABSENT,0,3.0,Class 1
16009,UJ2024288,MAT2681,2024-02-08,PRESENT,2.9,2.9,Class 2
16010,UJ2024288,MAT2681,2024-02-15,PRESENT,2.1,2.1,Class 3
16011,UJ2024288,MAT2681,2024-02-22,PRESENT,2.0,2.0,Class 4
16012,UJ2024288,MAT2681,2024-02-29,PRESENT,2.4,2.4,Class 5
16013,UJ2024288,MAT2681,2024-03-07,PRESENT,2.1,2.1,Class 6
16014,UJ2024288,MAT2681,2024-03-14,PRESENT,2.7,2.7,Class 7
16015,UJ2024288,MAT2681,2024-03-21,PRESENT,2.6,2.6,Class 8
16016,UJ2024288,MAT2681,2024-03-28,ABSENT,0,2.5,Class 9
16017,UJ2024288,MAT2681,2024-04-04,PRESENT,2.0,2.0,Class 10
16018,UJ2024288,FAC1502,2024-02-01,ABSENT,0,2.6,Class 1
16019,UJ2024288,FAC1502,2024-02-08,PRESENT,2.1,2.1,Class 2
16020,UJ2024288,FAC1502,2024-02-15,PRESENT,3.0,3.0,Class 3
16021,UJ2024288,FAC1502,2024-02-22,PRESENT,2.7,2.7,Class 4
16022,UJ2024288,FAC1502,2024-02-29,ABSENT,0,2.4,Class 5
16023,UJ2024288,FAC1502,2024-03-07,PRESENT,2.9,2.9,Class 6
16024,UJ2024288,FAC1502,2024-03-14,LATE,1.6,3.0,Class 7
16025,UJ2024288,FAC1502,2024-03-21,PRESENT,2.2,2.2,Class 8
16026,UJ2024288,FAC1502,2024-03-28,PRESENT,2.6,2.6,Class 9
16027,UJ2024288,FAC1502,2024-04-04,PRESENT,2.5,2.5,Class 10
16028,UJ2024288,FAC1502,2024-04-11,PRESENT,2.2,2.2,Class 11
16029,UJ2024288,FAC1502,2024-04-18,PRESENT,2.9,2.9,Class 12
16030,UJ2024288,FAC1502,2024-04-25,PRESENT,2.9,2.9,Class 13
16031,UJ2024288,INF1511,2024-02-01,PRESENT,2.5,2.5,Class 1
16032,UJ2024288,INF1511,2024-02-08,PRESENT,2.4,2.4,Class 2
16033,UJ2024288,INF1511,2024-02-15,PRESENT,2.4,2.4,Class 3
16034,UJ2024288,INF1511,2024-02-22,PRESENT,2.7,2.7,Class 4
16035,UJ2024288,INF1511,2024-02-29,PRESENT,2.5,2.5,Class 5
16036,UJ2024288,INF1511,2024-03-07,PRESENT,2.6,2.6,Class 6
16037,UJ2024288,INF1511,2024-03-14,PRESENT,2.4,2.4,Class 7
16038,UJ2024288,INF1511,2024-03-21,PRESENT,2.6,2.6,Class 8
16039,UJ2024288,INF1511,2024-03-28,PRESENT,2.7,2.7,Class 9
16040,UJ2024288,INF1511,2024-04-04,PRESENT,2.0,2.0,Class 10
16041,UJ2024288,INF1511,2024-04-11,PRESENT,2.1,2.1,Class 11
16042,UJ2024288,INF1511,2024-04-18,ABSENT,0,2.7,Class 12
16043,UJ2024288,INF1511,2024-04-25,PRESENT,2.9,2.9,Class 13
16044,UJ2024288,INF1511,2024-05-02,PRESENT,2.6,2.6,Class 14
16045,UJ2024288,INF1511,2024-05-09,PRESENT,2.9,2.9,Class 15
16046,UJ2024288,LAW1511,2024-02-01,PRESENT,2.2,2.2,Class 1
16047,UJ2024288,LAW1511,2024-02-08,PRESENT,2.0,2.0,Class 2
16048,UJ2024288,LAW1511,2024-02-15,LATE,2.1,2.8,Class 3
16049,UJ2024288,LAW1511,2024-02-22,PRESENT,2.5,2.5,Class 4
16050,UJ2024288,LAW1511,2024-02-29,PRESENT,2.5,2.5,Class 5
16051,UJ2024288,LAW1511,2024-03-07,PRESENT,2.1,2.1,Class 6
16052,UJ2024288,LAW1511,2024-03-14,PRESENT,2.6,2.6,Class 7
16053,UJ2024288,LAW1511,2024-03-21,PRESENT,2.4,2.4,Class 8
16054,UJ2024288,LAW1511,2024-03-28,PRESENT,2.4,2.4,Class 9
16055,UJ2024288,LAW1511,2024-04-04,PRESENT,2.8,2.8,Class 10
16056,UJ2024288,LAW1511,2024-04-11,PRESENT,2.5,2.5,Class 11
16057,UJ2024288,LAW1511,2024-04-18,PRESENT,2.1,2.1,Class 12
16058,UJ2024288,MNB1501,2024-02-01,PRESENT,2.3,2.3,Class 1
16059,UJ2024288,MNB1501,2024-02-08,ABSENT,0,2.9,Class 2
16060,UJ2024288,MNB1501,2024-02-15,PRESENT,2.8,2.8,Class 3
16061,UJ2024288,MNB1501,2024-02-22,PRESENT,2.6,2.6,Class 4
16062,UJ2024288,MNB1501,2024-02-29,PRESENT,2.8,2.8,Class 5
16063,UJ2024288,MNB1501,2024-03-07,ABSENT,0,2.2,Class 6
16064,UJ2024288,MNB1501,2024-03-14,PRESENT,2.8,2.8,Class 7
16065,UJ2024288,MNB1501,2024-03-21,PRESENT,2.4,2.4,Class 8
16066,UJ2024288,MNB1501,2024-03-28,ABSENT,0,3.0,Class 9
16067,UJ2024288,MNB1501,2024-04-04,ABSENT,0,2.2,Class 10
16068,UJ2024288,MNB1501,2024-04-11,PRESENT,2.9,2.9,Class 11
16069,UJ2024289,APM2611,2024-02-01,PRESENT,2.4,2.4,Class 1
16070,UJ2024289,APM2611,2024-02-08,LATE,1.9,2.2,Class 2
16071,UJ2024289,APM2611,2024-02-15,PRESENT,2.1,2.1,Class 3
16072,UJ2024289,APM2611,2024-02-22,PRESENT,2.5,2.5,Class 4
16073,UJ2024289,APM2611,2024-02-29,ABSENT,0,2.5,Class 5
16074,UJ2024289,APM2611,2024-03-07,PRESENT,2.4,2.4,Class 6
16075,UJ2024289,APM2611,2024-03-14,ABSENT,0,2.7,Class 7
16076,UJ2024289,APM2611,2024-03-21,PRESENT,2.7,2.7,Class 8
16077,UJ2024289,APM2611,2024-03-28,ABSENT,0,2.6,Class 9
16078,UJ2024289,APM2611,2024-04-04,ABSENT,0,2.5,Class 10
16079,UJ2024289,APM2611,2024-04-11,PRESENT,2.5,2.5,Class 11
16080,UJ2024289,APM2611,2024-04-18,PRESENT,2.9,2.9,Class 12
16081,UJ2024289,APM2611,2024-04-25,PRESENT,2.8,2.8,Class 13
16082,UJ2024289,APM2611,2024-05-02,PRESENT,2.0,2.0,Class 14
16083,UJ2024289,APM2611,2024-05-09,PRESENT,2.5,2.5,Class 15
16084,UJ2024289,MAT2681,2024-02-01,PRESENT,2.6,2.6,Class 1
16085,UJ2024289,MAT2681,2024-02-08,PRESENT,2.6,2.6,Class 2
16086,UJ2024289,MAT2681,2024-02-15,PRESENT,3.0,3.0,Class 3
16087,UJ2024289,MAT2681,2024-02-22,PRESENT,2.3,2.3,Class 4
16088,UJ2024289,MAT2681,2024-02-29,PRESENT,2.2,2.2,Class 5
16089,UJ2024289,MAT2681,2024-03-07,ABSENT,0,2.6,Class 6
16090,UJ2024289,MAT2681,2024-03-14,PRESENT,2.9,2.9,Class 7
16091,UJ2024289,MAT2681,2024-03-21,ABSENT,0,2.7,Class 8
16092,UJ2024289,MAT2681,2024-03-28,ABSENT,0,2.5,Class 9
16093,UJ2024289,MAT2681,2024-04-04,PRESENT,2.8,2.8,Class 10
16094,UJ2024289,MAT2681,2024-04-11,PRESENT,2.5,2.5,Class 11
16095,UJ2024289,MAT2681,2024-04-18,PRESENT,2.5,2.5,Class 12
16096,UJ2024289,MAT2681,2024-04-25,PRESENT,2.6,2.6,Class 13
16097,UJ2024290,COS1511,2024-02-01,PRESENT,2.2,2.2,Class 1
16098,UJ2024290,COS1511,2024-02-08,PRESENT,2.7,2.7,Class 2
16099,UJ2024290,COS1511,2024-02-15,PRESENT,2.8,2.8,Class 3
16100,UJ2024290,COS1511,2024-02-22,PRESENT,2.0,2.0,Class 4
16101,UJ2024290,COS1511,2024-02-29,PRESENT,2.7,2.7,Class 5
16102,UJ2024290,COS1511,2024-03-07,PRESENT,2.6,2.6,Class 6
16103,UJ2024290,COS1511,2024-03-14,ABSENT,0,2.6,Class 7
16104,UJ2024290,COS1511,2024-03-21,PRESENT,2.5,2.5,Class 8
16105,UJ2024290,COS1511,2024-03-28,PRESENT,2.6,2.6,Class 9
16106,UJ2024290,COS1511,2024-04-04,PRESENT,2.3,2.3,Class 10
16107,UJ2024290,COS1511,2024-04-11,PRESENT,2.9,2.9,Class 11
16108,UJ2024290,COS1511,2024-04-18,PRESENT,2.7,2.7,Class 12
16109,UJ2024290,COS1511,2024-04-25,PRESENT,2.3,2.3,Class 13
16110,UJ2024290,PHY2611,2024-02-01,PRESENT,2.6,2.6,Class 1
16111,UJ2024290,PHY2611,2024-02-08,PRESENT,2.9,2.9,Class 2
16112,UJ2024290,PHY2611,2024-02-15,PRESENT,2.8,2.8,Class 3
16113,UJ2024290,PHY2611,2024-02-22,LATE,2.6,3.0,Class 4
16114,UJ2024290,PHY2611,2024-02-29,PRESENT,2.6,2.6,Class 5
16115,UJ2024290,PHY2611,2024-03-07,PRESENT,2.1,2.1,Class 6
16116,UJ2024290,PHY2611,2024-03-14,PRESENT,2.6,2.6,Class 7
16117,UJ2024290,PHY2611,2024-03-21,PRESENT,2.9,2.9,Class 8
16118,UJ2024290,PHY2611,2024-03-28,PRESENT,2.4,2.4,Class 9
16119,UJ2024290,PHY2611,2024-04-04,ABSENT,0,2.3,Class 10
16120,UJ2024290,PHY2611,2024-04-11,PRESENT,2.7,2.7,Class 11
16121,UJ2024290,PHY2611,2024-04-18,PRESENT,2.3,2.3,Class 12
16122,UJ2024290,PHY2611,2024-04-25,PRESENT,2.9,2.9,Class 13
16123,UJ2024290,EKN114,2024-02-01,PRESENT,2.7,2.7,Class 1
16124,UJ2024290,EKN114,2024-02-08,PRESENT,2.1,2.1,Class 2
16125,UJ2024290,EKN114,2024-02-15,PRESENT,2.7,2.7,Class 3
16126,UJ2024290,EKN114,2024-02-22,PRESENT,2.3,2.3,Class 4
16127,UJ2024290,EKN114,2024-02-29,PRESENT,2.3,2.3,Class 5
16128,UJ2024290,EKN114,2024-03-07,ABSENT,0,2.0,Class 6
16129,UJ2024290,EKN114,2024-03-14,PRESENT,2.8,2.8,Class 7
16130,UJ2024290,EKN114,2024-03-21,PRESENT,2.7,2.7,Class 8
16131,UJ2024290,EKN114,2024-03-28,ABSENT,0,2.3,Class 9
16132,UJ2024290,EKN114,2024-04-04,PRESENT,2.3,2.3,Class 10
16133,UJ2024290,EKN114,2024-04-11,PRESENT,2.5,2.5,Class 11
16134,UJ2024290,EKN114,2024-04-18,PRESENT,2.6,2.6,Class 12
16135,UJ2024290,PHY1513,2024-02-01,PRESENT,2.3,2.3,Class 1
16136,UJ2024290,PHY1513,2024-02-08,ABSENT,0,2.7,Class 2
16137,UJ2024290,PHY1513,2024-02-15,PRESENT,2.2,2.2,Class 3
16138,UJ2024290,PHY1513,2024-02-22,LATE,1.3,2.2,Class 4
16139,UJ2024290,PHY1513,2024-02-29,PRESENT,2.6,2.6,Class 5
16140,UJ2024290,PHY1513,2024-03-07,PRESENT,2.9,2.9,Class 6
16141,UJ2024290,PHY1513,2024-03-14,ABSENT,0,2.4,Class 7
16142,UJ2024290,PHY1513,2024-03-21,PRESENT,2.0,2.0,Class 8
16143,UJ2024290,PHY1513,2024-03-28,PRESENT,3.0,3.0,Class 9
16144,UJ2024290,PHY1513,2024-04-04,PRESENT,2.3,2.3,Class 10
16145,UJ2024290,PHY1513,2024-04-11,PRESENT,2.5,2.5,Class 11
16146,UJ2024290,COS2611,2024-02-01,PRESENT,2.5,2.5,Class 1
16147,UJ2024290,COS2611,2024-02-08,PRESENT,2.7,2.7,Class 2
16148,UJ2024290,COS2611,2024-02-15,PRESENT,2.8,2.8,Class 3
16149,UJ2024290,COS2611,2024-02-22,PRESENT,2.8,2.8,Class 4
16150,UJ2024290,COS2611,2024-02-29,PRESENT,2.0,2.0,Class 5
16151,UJ2024290,COS2611,2024-03-07,PRESENT,2.3,2.3,Class 6
16152,UJ2024290,COS2611,2024-03-14,PRESENT,2.7,2.7,Class 7
16153,UJ2024290,COS2611,2024-03-21,PRESENT,2.1,2.1,Class 8
16154,UJ2024290,COS2611,2024-03-28,PRESENT,2.3,2.3,Class 9
16155,UJ2024290,COS2611,2024-04-04,PRESENT,2.0,2.0,Class 10
16156,UJ2024290,COS2611,2024-04-11,PRESENT,2.2,2.2,Class 11
16157,UJ2024290,COS2611,2024-04-18,PRESENT,2.8,2.8,Class 12
16158,UJ2024291,NUR2611,2024-02-01,PRESENT,2.3,2.3,Class 1
16159,UJ2024291,NUR2611,2024-02-08,LATE,2.0,2.3,Class 2
16160,UJ2024291,NUR2611,2024-02-15,PRESENT,2.7,2.7,Class 3
16161,UJ2024291,NUR2611,2024-02-22,PRESENT,2.8,2.8,Class 4
16162,UJ2024291,NUR2611,2024-02-29,PRESENT,2.9,2.9,Class 5
16163,UJ2024291,NUR2611,2024-03-07,ABSENT,0,2.1,Class 6
16164,UJ2024291,NUR2611,2024-03-14,PRESENT,2.3,2.3,Class 7
16165,UJ2024291,NUR2611,2024-03-21,PRESENT,3.0,3.0,Class 8
16166,UJ2024291,NUR2611,2024-03-28,PRESENT,2.1,2.1,Class 9
16167,UJ2024291,NUR2611,2024-04-04,PRESENT,2.5,2.5,Class 10
16168,UJ2024291,EKN224,2024-02-01,PRESENT,2.5,2.5,Class 1
16169,UJ2024291,EKN224,2024-02-08,PRESENT,2.8,2.8,Class 2
16170,UJ2024291,EKN224,2024-02-15,PRESENT,2.8,2.8,Class 3
16171,UJ2024291,EKN224,2024-02-22,LATE,1.2,2.1,Class 4
16172,UJ2024291,EKN224,2024-02-29,PRESENT,2.2,2.2,Class 5
16173,UJ2024291,EKN224,2024-03-07,PRESENT,3.0,3.0,Class 6
16174,UJ2024291,EKN224,2024-03-14,PRESENT,2.9,2.9,Class 7
16175,UJ2024291,EKN224,2024-03-21,PRESENT,3.0,3.0,Class 8
16176,UJ2024291,EKN224,2024-03-28,PRESENT,2.5,2.5,Class 9
16177,UJ2024291,EKN224,2024-04-04,PRESENT,2.6,2.6,Class 10
16178,UJ2024291,EKN224,2024-04-11,ABSENT,0,2.4,Class 11
16179,UJ2024291,MAT1581,2024-02-01,PRESENT,2.3,2.3,Class 1
16180,UJ2024291,MAT1581,2024-02-08,PRESENT,2.9,2.9,Class 2
16181,UJ2024291,MAT1581,2024-02-15,ABSENT,0,2.2,Class 3
16182,UJ2024291,MAT1581,2024-02-22,PRESENT,2.9,2.9,Class 4
16183,UJ2024291,MAT1581,2024-02-29,PRESENT,3.0,3.0,Class 5
16184,UJ2024291,MAT1581,2024-03-07,PRESENT,2.6,2.6,Class 6
16185,UJ2024291,MAT1581,2024-03-14,PRESENT,2.1,2.1,Class 7
16186,UJ2024291,MAT1581,2024-03-21,PRESENT,2.7,2.7,Class 8
16187,UJ2024291,MAT1581,2024-03-28,PRESENT,2.7,2.7,Class 9
16188,UJ2024291,MAT1581,2024-04-04,PRESENT,2.5,2.5,Class 10
16189,UJ2024291,MAT1581,2024-04-11,LATE,1.2,2.3,Class 11
16190,UJ2024291,MAT1581,2024-04-18,PRESENT,2.9,2.9,Class 12
16191,UJ2024291,MAT1581,2024-04-25,PRESENT,2.7,2.7,Class 13
16192,UJ2024291,FAC1502,2024-02-01,PRESENT,2.7,2.7,Class 1
16193,UJ2024291,FAC1502,2024-02-08,PRESENT,2.4,2.4,Class 2
16194,UJ2024291,FAC1502,2024-02-15,PRESENT,3.0,3.0,Class 3
16195,UJ2024291,FAC1502,2024-02-22,PRESENT,2.9,2.9,Class 4
16196,UJ2024291,FAC1502,2024-02-29,PRESENT,3.0,3.0,Class 5
16197,UJ2024291,FAC1502,2024-03-07,PRESENT,2.7,2.7,Class 6
16198,UJ2024291,FAC1502,2024-03-14,LATE,1.5,2.1,Class 7
16199,UJ2024291,FAC1502,2024-03-21,PRESENT,2.5,2.5,Class 8
16200,UJ2024291,FAC1502,2024-03-28,PRESENT,2.0,2.0,Class 9
16201,UJ2024291,FAC1502,2024-04-04,PRESENT,2.5,2.5,Class 10
16202,UJ2024291,FAC1502,2024-04-11,PRESENT,2.4,2.4,Class 11
16203,UJ2024291,FAC1502,2024-04-18,PRESENT,2.5,2.5,Class 12
16204,UJ2024291,FAC1502,2024-04-25,LATE,1.4,2.5,Class 13
16205,UJ2024291,FAC1502,2024-05-02,PRESENT,2.1,2.1,Class 14
16206,UJ2024291,PHY1513,2024-02-01,PRESENT,2.6,2.6,Class 1
16207,UJ2024291,PHY1513,2024-02-08,PRESENT,2.8,2.8,Class 2
16208,UJ2024291,PHY1513,2024-02-15,PRESENT,2.9,2.9,Class 3
16209,UJ2024291,PHY1513,2024-02-22,PRESENT,2.1,2.1,Class 4
16210,UJ2024291,PHY1513,2024-02-29,PRESENT,2.8,2.8,Class 5
16211,UJ2024291,PHY1513,2024-03-07,PRESENT,2.2,2.2,Class 6
16212,UJ2024291,PHY1513,2024-03-14,PRESENT,2.9,2.9,Class 7
16213,UJ2024291,PHY1513,2024-03-21,PRESENT,2.4,2.4,Class 8
16214,UJ2024291,PHY1513,2024-03-28,PRESENT,2.4,2.4,Class 9
16215,UJ2024291,PHY1513,2024-04-04,PRESENT,2.4,2.4,Class 10
16216,UJ2024291,PHY1513,2024-04-11,PRESENT,2.3,2.3,Class 11
16217,UJ2024291,PHY1513,2024-04-18,LATE,1.9,2.4,Class 12
16218,UJ2024292,MNB2601,2024-02-01,PRESENT,2.2,2.2,Class 1
16219,UJ2024292,MNB2601,2024-02-08,ABSENT,0,2.0,Class 2
16220,UJ2024292,MNB2601,2024-02-15,PRESENT,2.4,2.4,Class 3
16221,UJ2024292,MNB2601,2024-02-22,PRESENT,2.8,2.8,Class 4
16222,UJ2024292,MNB2601,2024-02-29,PRESENT,2.4,2.4,Class 5
16223,UJ2024292,MNB2601,2024-03-07,ABSENT,0,2.9,Class 6
16224,UJ2024292,MNB2601,2024-03-14,PRESENT,2.2,2.2,Class 7
16225,UJ2024292,MNB2601,2024-03-21,PRESENT,2.3,2.3,Class 8
16226,UJ2024292,MNB2601,2024-03-28,PRESENT,2.4,2.4,Class 9
16227,UJ2024292,MNB2601,2024-04-04,LATE,1.7,2.9,Class 10
16228,UJ2024292,MNB2601,2024-04-11,PRESENT,2.6,2.6,Class 11
16229,UJ2024292,MNB2601,2024-04-18,PRESENT,2.3,2.3,Class 12
16230,UJ2024292,MNB2601,2024-04-25,PRESENT,2.5,2.5,Class 13
16231,UJ2024292,MNB2601,2024-05-02,PRESENT,2.3,2.3,Class 14
16232,UJ2024292,MNB2601,2024-05-09,PRESENT,2.4,2.4,Class 15
16233,UJ2024292,MAT2681,2024-02-01,PRESENT,2.6,2.6,Class 1
16234,UJ2024292,MAT2681,2024-02-08,PRESENT,2.2,2.2,Class 2
16235,UJ2024292,MAT2681,2024-02-15,PRESENT,2.7,2.7,Class 3
16236,UJ2024292,MAT2681,2024-02-22,PRESENT,2.9,2.9,Class 4
16237,UJ2024292,MAT2681,2024-02-29,ABSENT,0,2.6,Class 5
16238,UJ2024292,MAT2681,2024-03-07,PRESENT,2.9,2.9,Class 6
16239,UJ2024292,MAT2681,2024-03-14,LATE,1.5,2.7,Class 7
16240,UJ2024292,MAT2681,2024-03-21,ABSENT,0,2.0,Class 8
16241,UJ2024292,MAT2681,2024-03-28,PRESENT,2.6,2.6,Class 9
16242,UJ2024292,MAT2681,2024-04-04,ABSENT,0,2.8,Class 10
16243,UJ2024292,MAT2681,2024-04-11,PRESENT,2.2,2.2,Class 11
16244,UJ2024292,MAT2681,2024-04-18,PRESENT,2.3,2.3,Class 12
16245,UJ2024292,LAW2611,2024-02-01,PRESENT,2.4,2.4,Class 1
