enrollment_id,student_id,course_code,enrollment_date,status,attendance_percentage
3130,UJ2024518,APM2611,2024-12-05,COMPLETED,84.19
3131,UJ2024518,ARC1511,2024-03-09,COMPLETED,96.23
3132,UJ2024518,SOC1501,2024-03-08,COMPLETED,91.69
3133,UJ2024518,PHY1513,2024-10-13,ENROLLED,92.97
3134,UJ2024518,FAC1502,2024-05-21,ENROLLED,82.07
3135,UJ2024518,MNB2601,2024-01-18,ENROLLED,91.2
3136,UJ2024518,ENG1511,2024-08-24,ENROLLED,85.98
3137,UJ2024518,ART1511,2024-07-27,ENROLLED,81.51
3138,UJ2024519,COS2611,2024-06-12,ENROLLED,88.99
3139,UJ2024519,ARC1511,2024-05-17,COMPLETED,89.51
3140,UJ2024519,LAW1511,2024-01-25,ENROLLED,91.54
3141,UJ2024519,MNB2601,2024-10-13,COMPLETED,84.38
3142,UJ2024519,PHY1513,2024-03-15,ENROLLED,98.5
3143,UJ2024519,FAC2601,2024-06-01,ENROLLED,60.77
3144,UJ2024519,ENG2611,2024-07-12,ENROLLED,60.67
3145,UJ2024520,PHY2611,2024-03-04,ENROLLED,91.62
3146,UJ2024520,NUR2611,2024-11-28,ENROLLED,91.67
3147,UJ2024520,PLS1501,2024-08-19,ENROLLED,85.12
3148,UJ2024520,FAC2601,2024-12-01,ENROLLED,82.54
3149,UJ2024520,BIO1511,2024-12-05,ENROLLED,89.03
3150,UJ2024520,MAT1581,2024-01-06,ENROLLED,98.28
3151,UJ2024521,FAC1502,2024-11-19,ENROLLED,99.32
3152,UJ2024521,MNB2601,2024-09-14,ENROLLED,87.2
3153,UJ2024521,APM2611,2024-12-26,ENROLLED,70.84
3154,UJ2024521,PHY2611,2024-05-27,ENROLLED,80.75
3155,UJ2024521,LAW2611,2024-08-23,COMPLETED,62.65
3156,UJ2024522,ART2611,2024-07-27,COMPLETED,57.14
3157,UJ2024522,PHY2611,2024-09-17,COMPLETED,90.03
3158,UJ2024522,APM2611,2024-07-02,ENROLLED,83.01
3159,UJ2024522,MAT1581,2024-07-06,ENROLLED,84.32
3160,UJ2024522,APM1513,2024-10-22,ENROLLED,94.25
3161,UJ2024522,ENG2611,2024-04-16,ENROLLED,98.68
3162,UJ2024523,ART2611,2024-07-13,COMPLETED,80.39
3163,UJ2024523,COS2611,2024-04-23,ENROLLED,83.06
3164,UJ2024523,SOC1501,2024-09-27,ENROLLED,98.51
3165,UJ2024523,EKN114,2024-01-21,ENROLLED,99.39
3166,UJ2024523,PHY2611,2024-02-04,ENROLLED,89.61
3167,UJ2024523,ENG2611,2024-06-22,ENROLLED,52.4
3168,UJ2024523,MAT2681,2024-03-20,COMPLETED,83.27
3169,UJ2024524,INF2611,2024-05-07,ENROLLED,91.83
3170,UJ2024524,ARC1511,2024-04-03,COMPLETED,93.75
3171,UJ2024524,FAC1502,2024-05-19,COMPLETED,91.0
3172,UJ2024524,MAT1581,2024-06-08,ENROLLED,98.69
3173,UJ2024525,PHY1513,2024-06-28,COMPLETED,95.34
3174,UJ2024525,ART2611,2024-09-08,COMPLETED,94.78
3175,UJ2024525,ARC1511,2024-11-12,COMPLETED,82.4
3176,UJ2024525,COS2611,2024-12-05,ENROLLED,85.48
3177,UJ2024525,SOC1501,2024-10-14,ENROLLED,98.52
3178,UJ2024525,PLS1501,2024-09-10,ENROLLED,86.1
3179,UJ2024525,MAT1581,2024-04-01,ENROLLED,98.13
3180,UJ2024525,EKN114,2024-02-12,ENROLLED,91.0
3181,UJ2024526,SOC1501,2024-09-05,ENROLLED,50.06
3182,UJ2024526,NUR1511,2024-03-04,ENROLLED,80.91
3183,UJ2024526,PLS2601,2024-05-25,ENROLLED,92.27
3184,UJ2024526,COS2611,2024-04-01,COMPLETED,60.51
3185,UJ2024526,ARC2611,2024-11-19,ENROLLED,90.67
3186,UJ2024526,PHY1513,2024-05-27,ENROLLED,86.77
3187,UJ2024526,MNB1501,2024-12-04,ENROLLED,98.85
3188,UJ2024526,ART2611,2024-03-15,ENROLLED,97.01
3189,UJ2024527,PHY1513,2024-09-22,ENROLLED,80.96
3190,UJ2024527,ENG1511,2024-10-10,ENROLLED,88.52
3191,UJ2024527,SOC2601,2024-09-19,ENROLLED,81.74
3192,UJ2024527,COS1511,2024-08-27,ENROLLED,98.42
3193,UJ2024527,CHE1511,2024-01-19,COMPLETED,54.45
3194,UJ2024527,ENG2611,2024-02-11,ENROLLED,86.89
3195,UJ2024527,ARC2611,2024-11-14,COMPLETED,63.45
3196,UJ2024527,APM1513,2024-07-27,COMPLETED,90.35
3197,UJ2024528,PHY1513,2024-04-15,ENROLLED,96.12
3198,UJ2024528,MNB2601,2024-03-04,ENROLLED,89.78
3199,UJ2024528,EKN114,2024-06-03,ENROLLED,80.37
3200,UJ2024528,PLS1501,2024-08-24,ENROLLED,60.74
3201,UJ2024528,BIO1511,2024-05-06,ENROLLED,85.37
3202,UJ2024528,MAT2681,2024-02-22,ENROLLED,89.62
3203,UJ2024528,ENG1511,2024-12-25,ENROLLED,96.44
3204,UJ2024529,PHY2611,2024-09-09,ENROLLED,94.5
3205,UJ2024529,APM1513,2024-12-19,ENROLLED,98.98
3206,UJ2024529,CHE1511,2024-10-17,ENROLLED,84.16
3207,UJ2024529,ART2611,2024-02-18,COMPLETED,95.43
3208,UJ2024529,APM2611,2024-01-07,ENROLLED,90.13
3209,UJ2024529,INF2611,2024-12-09,ENROLLED,93.56
3210,UJ2024529,SOC1501,2024-03-11,ENROLLED,91.98
3211,UJ2024530,NUR1511,2024-12-02,ENROLLED,97.98
3212,UJ2024530,LAW1511,2024-06-08,ENROLLED,96.57
3213,UJ2024530,ART1511,2024-01-10,COMPLETED,64.37
3214,UJ2024530,CHE2611,2024-02-01,ENROLLED,95.35
3215,UJ2024530,CHE1511,2024-11-09,ENROLLED,90.9
3216,UJ2024531,CHE1511,2024-11-20,COMPLETED,94.18
3217,UJ2024531,SOC2601,2024-06-23,COMPLETED,76.91
3218,UJ2024531,MNB1501,2024-06-05,ENROLLED,93.43
3219,UJ2024531,BIO1511,2024-02-25,ENROLLED,98.17
3220,UJ2024531,MAT1581,2024-04-26,COMPLETED,87.77
3221,UJ2024531,COS2611,2024-01-07,ENROLLED,87.37
3222,UJ2024531,EKN224,2024-11-05,ENROLLED,93.32
3223,UJ2024531,INF1511,2024-06-02,ENROLLED,85.29
3224,UJ2024532,ART1511,2024-04-04,ENROLLED,86.27
3225,UJ2024532,CHE1511,2024-10-04,COMPLETED,99.72
3226,UJ2024532,ARC1511,2024-08-24,COMPLETED,97.14
3227,UJ2024532,INF1511,2024-04-02,ENROLLED,93.53
3228,UJ2024532,LAW2611,2024-05-04,COMPLETED,85.81
3229,UJ2024533,LAW2611,2024-08-17,ENROLLED,83.29
3230,UJ2024533,BIO1511,2024-08-26,ENROLLED,56.52
3231,UJ2024533,ARC2611,2024-08-19,ENROLLED,85.34
3232,UJ2024533,MNB1501,2024-10-22,COMPLETED,98.24
3233,UJ2024533,NUR2611,2024-01-06,ENROLLED,92.42
3234,UJ2024534,FAC2601,2024-02-12,ENROLLED,84.83
3235,UJ2024534,PLS2601,2024-09-18,ENROLLED,89.76
3236,UJ2024534,SOC2601,2024-09-27,ENROLLED,64.2
3237,UJ2024534,ART2611,2024-12-15,ENROLLED,94.48
3238,UJ2024534,MNB2601,2024-05-18,ENROLLED,95.49
3239,UJ2024534,NUR1511,2024-07-22,COMPLETED,93.13
3240,UJ2024534,INF1511,2024-09-23,ENROLLED,89.48
3241,UJ2024534,ARC1511,2024-10-12,ENROLLED,83.68
3242,UJ2024535,BIO1511,2024-08-18,ENROLLED,85.98
3243,UJ2024535,ART1511,2024-10-07,COMPLETED,97.0
3244,UJ2024535,INF2611,2024-02-16,ENROLLED,84.74
3245,UJ2024535,COS1511,2024-07-04,COMPLETED,83.86
3246,UJ2024535,EKN114,2024-09-03,COMPLETED,51.47
3247,UJ2024535,PLS2601,2024-04-05,ENROLLED,67.74
3248,UJ2024535,SOC2601,2024-11-20,ENROLLED,86.27
3249,UJ2024536,BIO2611,2024-09-18,ENROLLED,83.09
3250,UJ2024536,FAC1502,2024-10-11,COMPLETED,92.96
3251,UJ2024536,PLS2601,2024-02-14,ENROLLED,87.45
3252,UJ2024536,NUR2611,2024-07-16,ENROLLED,92.03
3253,UJ2024536,APM2611,2024-10-10,COMPLETED,68.88
3254,UJ2024536,LAW1511,2024-01-25,ENROLLED,95.83
3255,UJ2024536,FAC2601,2024-05-28,ENROLLED,88.42
3256,UJ2024536,MAT1581,2024-03-13,COMPLETED,97.47
3257,UJ2024537,CHE1511,2024-08-13,ENROLLED,99.79
3258,UJ2024537,LAW2611,2024-08-16,ENROLLED,80.86
3259,UJ2024537,COS2611,2024-05-13,ENROLLED,63.14
3260,UJ2024537,FAC2601,2024-07-16,COMPLETED,87.77
3261,UJ2024537,MAT1581,2024-12-28,ENROLLED,78.66
3262,UJ2024537,PHY1513,2024-02-13,ENROLLED,84.12
3263,UJ2024537,FAC1502,2024-09-08,ENROLLED,56.59
3264,UJ2024537,MNB1501,2024-03-23,COMPLETED,85.18
3265,UJ2024538,ENG1511,2024-08-08,ENROLLED,83.23
3266,UJ2024538,NUR1511,2024-07-07,ENROLLED,94.06
3267,UJ2024538,MAT1581,2024-10-07,ENROLLED,82.59
3268,UJ2024538,PLS2601,2024-04-20,COMPLETED,50.73
3269,UJ2024539,BIO2611,2024-12-21,ENROLLED,94.91
3270,UJ2024539,PHY2611,2024-03-16,ENROLLED,76.19
3271,UJ2024539,FAC2601,2024-02-17,ENROLLED,84.71
3272,UJ2024539,EKN224,2024-07-26,ENROLLED,96.47
3273,UJ2024539,ART2611,2024-09-21,COMPLETED,80.48
3274,UJ2024539,SOC2601,2024-07-05,COMPLETED,83.28
3275,UJ2024539,NUR1511,2024-06-26,ENROLLED,80.4
3276,UJ2024540,PHY1513,2024-09-24,ENROLLED,98.7
3277,UJ2024540,MNB1501,2024-07-04,ENROLLED,59.5
3278,UJ2024540,BIO1511,2024-10-15,ENROLLED,88.16
3279,UJ2024540,ART1511,2024-08-14,COMPLETED,86.63
3280,UJ2024540,SOC1501,2024-06-07,ENROLLED,55.61
3281,UJ2024540,COS1511,2024-05-06,ENROLLED,92.86
3282,UJ2024540,FAC1502,2024-05-18,COMPLETED,87.38
3283,UJ2024541,CHE1511,2024-04-27,ENROLLED,92.82
3284,UJ2024541,NUR2611,2024-06-18,COMPLETED,80.25
3285,UJ2024541,APM1513,2024-08-08,ENROLLED,64.1
3286,UJ2024541,PLS2601,2024-11-17,ENROLLED,60.0
3287,UJ2024541,SOC2601,2024-01-28,COMPLETED,80.08
3288,UJ2024541,ENG2611,2024-12-26,ENROLLED,81.29
3289,UJ2024541,EKN224,2024-02-06,COMPLETED,90.9
3290,UJ2024541,MNB2601,2024-02-02,ENROLLED,91.56
3291,UJ2024542,ART2611,2024-11-10,ENROLLED,84.77
3292,UJ2024542,ENG1511,2024-02-28,ENROLLED,52.09
3293,UJ2024542,APM2611,2024-10-15,ENROLLED,93.59
3294,UJ2024542,CHE1511,2024-01-12,ENROLLED,86.67
3295,UJ2024542,LAW2611,2024-04-03,ENROLLED,97.11
3296,UJ2024542,BIO1511,2024-01-03,ENROLLED,95.8
3297,UJ2024542,SOC1501,2024-02-24,ENROLLED,85.23
3298,UJ2024542,ARC2611,2024-09-21,ENROLLED,98.53
3299,UJ2024543,SOC2601,2024-01-22,COMPLETED,89.62
3300,UJ2024543,BIO1511,2024-11-17,COMPLETED,83.2
3301,UJ2024543,APM1513,2024-02-18,ENROLLED,89.44
3302,UJ2024543,PLS1501,2024-05-05,COMPLETED,96.25
3303,UJ2024543,SOC1501,2024-05-24,ENROLLED,97.5
3304,UJ2024544,BIO2611,2024-10-16,ENROLLED,82.52
3305,UJ2024544,BIO1511,2024-08-10,COMPLETED,83.3
3306,UJ2024544,FAC1502,2024-06-14,COMPLETED,99.27
3307,UJ2024544,LAW1511,2024-07-18,ENROLLED,93.62
3308,UJ2024544,MNB1501,2024-04-19,COMPLETED,95.03
3309,UJ2024544,ENG2611,2024-02-04,ENROLLED,95.51
3310,UJ2024544,PHY1513,2024-01-13,ENROLLED,62.9
3311,UJ2024544,PLS2601,2024-06-11,COMPLETED,91.36
3312,UJ2024545,SOC1501,2024-09-18,COMPLETED,87.99
3313,UJ2024545,NUR2611,2024-03-01,ENROLLED,91.23
3314,UJ2024545,COS2611,2024-10-12,ENROLLED,88.63
3315,UJ2024545,CHE1511,2024-05-11,ENROLLED,57.76
3316,UJ2024546,LAW1511,2024-07-21,COMPLETED,83.53
3317,UJ2024546,BIO2611,2024-03-15,ENROLLED,98.3
3318,UJ2024546,INF1511,2024-05-11,ENROLLED,78.81
3319,UJ2024546,ARC1511,2024-02-25,ENROLLED,94.89
3320,UJ2024546,PLS1501,2024-01-16,ENROLLED,98.05
3321,UJ2024546,MNB1501,2024-03-13,ENROLLED,90.24
3322,UJ2024547,PHY1513,2024-04-02,ENROLLED,98.07
3323,UJ2024547,CHE2611,2024-07-19,COMPLETED,81.66
3324,UJ2024547,FAC1502,2024-10-07,COMPLETED,99.96
3325,UJ2024547,MNB2601,2024-05-02,ENROLLED,91.53
3326,UJ2024548,COS2611,2024-04-13,COMPLETED,81.95
3327,UJ2024548,ARC1511,2024-05-28,COMPLETED,81.89
3328,UJ2024548,PLS1501,2024-09-25,ENROLLED,84.52
3329,UJ2024548,COS1511,2024-08-22,ENROLLED,91.67
3330,UJ2024548,ARC2611,2024-06-10,ENROLLED,93.31
3331,UJ2024548,INF1511,2024-12-20,ENROLLED,99.89
3332,UJ2024548,MAT1581,2024-10-28,ENROLLED,80.79
3333,UJ2024548,MAT2681,2024-03-13,ENROLLED,83.06
3334,UJ2024549,MAT2681,2024-01-08,COMPLETED,58.29
3335,UJ2024549,PLS1501,2024-07-05,ENROLLED,86.53
3336,UJ2024549,ARC1511,2024-01-28,COMPLETED,91.89
3337,UJ2024549,ENG2611,2024-06-24,ENROLLED,82.74
3338,UJ2024549,INF1511,2024-06-04,ENROLLED,87.85
3339,UJ2024549,CHE1511,2024-02-17,ENROLLED,88.8
3340,UJ2024549,PLS2601,2024-09-23,ENROLLED,92.34
3341,UJ2024549,EKN224,2024-04-11,COMPLETED,86.59
3342,UJ2024550,PLS1501,2024-03-22,COMPLETED,95.46
3343,UJ2024550,SOC2601,2024-10-13,ENROLLED,82.87
3344,UJ2024550,EKN224,2024-02-12,ENROLLED,80.82
3345,UJ2024550,NUR1511,2024-02-09,COMPLETED,86.82
3346,UJ2024551,ART2611,2024-01-24,ENROLLED,99.14
3347,UJ2024551,BIO1511,2024-04-01,COMPLETED,53.79
3348,UJ2024551,SOC1501,2024-01-19,COMPLETED,81.17
3349,UJ2024551,LAW1511,2024-05-17,COMPLETED,82.07
3350,UJ2024551,CHE2611,2024-01-11,ENROLLED,84.32
3351,UJ2024551,ART1511,2024-10-07,ENROLLED,85.87
3352,UJ2024551,BIO2611,2024-11-27,ENROLLED,85.03
3353,UJ2024551,APM1513,2024-06-07,ENROLLED,50.35
3354,UJ2024552,SOC1501,2024-06-03,ENROLLED,93.61
3355,UJ2024552,INF2611,2024-11-18,ENROLLED,77.74
3356,UJ2024552,LAW1511,2024-07-03,COMPLETED,93.4
3357,UJ2024552,CHE2611,2024-12-18,ENROLLED,97.05
3358,UJ2024552,LAW2611,2024-11-09,ENROLLED,97.54
3359,UJ2024552,ART1511,2024-01-14,COMPLETED,96.73
3360,UJ2024552,APM1513,2024-04-28,COMPLETED,90.09
3361,UJ2024553,FAC1502,2024-04-03,ENROLLED,87.66
3362,UJ2024553,FAC2601,2024-06-14,ENROLLED,97.86
3363,UJ2024553,COS1511,2024-03-28,COMPLETED,80.48
3364,UJ2024553,PLS1501,2024-06-10,ENROLLED,86.95
3365,UJ2024553,ART2611,2024-09-13,ENROLLED,94.65
3366,UJ2024553,MAT1581,2024-04-19,ENROLLED,86.32
3367,UJ2024554,PHY2611,2024-02-08,ENROLLED,90.63
3368,UJ2024554,EKN114,2024-12-18,COMPLETED,98.42
3369,UJ2024554,COS2611,2024-03-08,ENROLLED,93.26
3370,UJ2024554,APM2611,2024-01-08,ENROLLED,97.26
3371,UJ2024554,APM1513,2024-04-17,COMPLETED,95.86
3372,UJ2024554,LAW2611,2024-04-17,ENROLLED,74.34
3373,UJ2024554,ENG1511,2024-07-21,ENROLLED,94.27
3374,UJ2024554,COS1511,2024-08-25,ENROLLED,84.01
3375,UJ2024555,MNB1501,2024-08-03,COMPLETED,82.82
3376,UJ2024555,SOC2601,2024-04-04,ENROLLED,83.14
3377,UJ2024555,ENG2611,2024-05-17,ENROLLED,73.78
3378,UJ2024555,PHY1513,2024-02-14,COMPLETED,77.16
3379,UJ2024556,EKN114,2024-09-03,ENROLLED,91.01
3380,UJ2024556,MAT1581,2024-09-05,ENROLLED,85.76
3381,UJ2024556,PHY1513,2024-01-07,ENROLLED,95.73
3382,UJ2024556,APM2611,2024-05-17,ENROLLED,81.59
3383,UJ2024556,ARC2611,2024-09-27,ENROLLED,82.2
3384,UJ2024556,SOC2601,2024-09-20,ENROLLED,91.3
3385,UJ2024556,INF2611,2024-02-09,ENROLLED,93.96
3386,UJ2024556,EKN224,2024-05-12,ENROLLED,84.93
3387,UJ2024557,ART2611,2024-04-10,COMPLETED,87.14
3388,UJ2024557,NUR1511,2024-02-23,ENROLLED,59.93
3389,UJ2024557,BIO1511,2024-03-04,COMPLETED,98.65
3390,UJ2024557,CHE1511,2024-04-06,COMPLETED,63.73
3391,UJ2024557,MNB2601,2024-06-19,ENROLLED,89.19
3392,UJ2024557,PHY2611,2024-12-08,ENROLLED,62.33
3393,UJ2024558,MNB2601,2024-10-02,ENROLLED,76.22
3394,UJ2024558,LAW2611,2024-12-28,COMPLETED,93.76
3395,UJ2024558,MAT2681,2024-02-11,ENROLLED,97.97
3396,UJ2024558,ARC1511,2024-03-13,ENROLLED,85.63
3397,UJ2024558,INF1511,2024-11-20,ENROLLED,89.48
3398,UJ2024558,BIO1511,2024-11-12,ENROLLED,96.72
3399,UJ2024558,ARC2611,2024-10-01,ENROLLED,91.12
3400,UJ2024558,SOC1501,2024-05-09,ENROLLED,90.02
3401,UJ2024559,NUR1511,2024-01-25,ENROLLED,54.8
3402,UJ2024559,MNB1501,2024-10-25,COMPLETED,83.47
3403,UJ2024559,MAT2681,2024-03-01,COMPLETED,91.81
3404,UJ2024559,COS2611,2024-06-07,ENROLLED,98.82
3405,UJ2024559,PLS1501,2024-08-25,COMPLETED,99.88
3406,UJ2024559,SOC1501,2024-04-07,COMPLETED,91.75
3407,UJ2024559,EKN224,2024-08-03,COMPLETED,81.72
3408,UJ2024559,CHE1511,2024-06-15,ENROLLED,94.37
3409,UJ2024560,SOC1501,2024-10-22,ENROLLED,85.02
3410,UJ2024560,PLS1501,2024-04-18,ENROLLED,89.25
3411,UJ2024560,INF1511,2024-10-17,ENROLLED,59.18
3412,UJ2024560,SOC2601,2024-09-24,ENROLLED,75.56
3413,UJ2024560,NUR1511,2024-11-05,COMPLETED,85.01
3414,UJ2024560,MAT1581,2024-03-23,ENROLLED,93.97
3415,UJ2024560,APM1513,2024-01-12,ENROLLED,84.72
3416,UJ2024561,CHE1511,2024-11-02,ENROLLED,89.58
3417,UJ2024561,MAT2681,2024-11-06,ENROLLED,85.64
3418,UJ2024561,COS1511,2024-02-17,ENROLLED,83.72
3419,UJ2024561,ART1511,2024-06-24,ENROLLED,86.23
3420,UJ2024561,PHY2611,2024-07-07,COMPLETED,85.06
3421,UJ2024561,MNB2601,2024-08-05,ENROLLED,95.28
3422,UJ2024562,PHY1513,2024-03-02,ENROLLED,88.32
3423,UJ2024562,MAT1581,2024-01-27,ENROLLED,80.17
3424,UJ2024562,LAW1511,2024-03-23,ENROLLED,95.63
3425,UJ2024562,APM1513,2024-06-02,ENROLLED,87.03
3426,UJ2024562,ENG1511,2024-04-02,ENROLLED,86.35
3427,UJ2024562,ARC1511,2024-10-20,COMPLETED,82.65
3428,UJ2024562,EKN114,2024-04-12,ENROLLED,86.04
3429,UJ2024563,CHE2611,2024-02-20,ENROLLED,92.32
3430,UJ2024563,NUR1511,2024-02-13,ENROLLED,91.4
3431,UJ2024563,PHY1513,2024-07-05,ENROLLED,82.39
3432,UJ2024563,EKN224,2024-04-14,ENROLLED,83.87
3433,UJ2024563,LAW2611,2024-07-22,ENROLLED,94.52
3434,UJ2024563,ARC1511,2024-12-20,COMPLETED,82.31
3435,UJ2024564,ART2611,2024-08-13,ENROLLED,85.01
3436,UJ2024564,NUR2611,2024-10-21,COMPLETED,88.22
3437,UJ2024564,MAT2681,2024-05-03,COMPLETED,96.93
3438,UJ2024564,APM1513,2024-03-03,ENROLLED,96.01
3439,UJ2024565,PHY1513,2024-02-03,ENROLLED,97.78
3440,UJ2024565,ART1511,2024-06-22,ENROLLED,98.83
3441,UJ2024565,ARC2611,2024-12-24,ENROLLED,91.96
3442,UJ2024565,ART2611,2024-07-04,ENROLLED,84.0
3443,UJ2024566,APM1513,2024-07-24,ENROLLED,81.61
3444,UJ2024566,INF2611,2024-12-08,COMPLETED,97.0
3445,UJ2024566,ARC2611,2024-08-18,ENROLLED,88.11
3446,UJ2024566,ART1511,2024-10-10,COMPLETED,89.56
3447,UJ2024566,MAT2681,2024-04-16,ENROLLED,84.11
3448,UJ2024567,PLS1501,2024-10-19,ENROLLED,90.47
3449,UJ2024567,NUR1511,2024-02-27,COMPLETED,90.69
3450,UJ2024567,APM2611,2024-08-25,COMPLETED,97.82
3451,UJ2024567,MNB1501,2024-01-14,ENROLLED,86.36
3452,UJ2024567,BIO2611,2024-09-07,ENROLLED,81.57
3453,UJ2024567,ARC1511,2024-07-16,ENROLLED,95.26
3454,UJ2024568,FAC2601,2024-08-15,ENROLLED,91.65
3455,UJ2024568,ART1511,2024-08-16,ENROLLED,81.15
3456,UJ2024568,CHE1511,2024-11-04,COMPLETED,88.92
3457,UJ2024568,INF1511,2024-11-15,ENROLLED,97.46
3458,UJ2024568,ARC1511,2024-08-14,ENROLLED,87.1
3459,UJ2024568,LAW2611,2024-10-06,ENROLLED,52.91
3460,UJ2024569,ARC1511,2024-09-09,ENROLLED,81.42
3461,UJ2024569,PHY1513,2024-09-03,ENROLLED,87.54
3462,UJ2024569,ART1511,2024-08-15,COMPLETED,85.15
3463,UJ2024569,NUR2611,2024-12-26,ENROLLED,84.76
3464,UJ2024569,CHE1511,2024-01-07,ENROLLED,92.47
3465,UJ2024569,MAT1581,2024-10-15,ENROLLED,81.59
3466,UJ2024569,FAC2601,2024-09-18,ENROLLED,89.31
3467,UJ2024569,SOC2601,2024-06-28,ENROLLED,91.02
3468,UJ2024570,CHE2611,2024-04-28,ENROLLED,81.94
3469,UJ2024570,MAT2681,2024-05-01,ENROLLED,65.94
3470,UJ2024570,BIO1511,2024-07-18,ENROLLED,81.12
3471,UJ2024570,MAT1581,2024-05-22,ENROLLED,80.79
3472,UJ2024570,PHY1513,2024-10-05,ENROLLED,95.58
3473,UJ2024571,NUR2611,2024-08-14,ENROLLED,86.81
3474,UJ2024571,ENG2611,2024-03-22,COMPLETED,90.86
3475,UJ2024571,APM1513,2024-02-21,ENROLLED,85.98
3476,UJ2024571,FAC1502,2024-08-16,ENROLLED,81.95
3477,UJ2024571,BIO1511,2024-07-23,ENROLLED,85.82
3478,UJ2024571,PLS2601,2024-04-07,ENROLLED,82.1
3479,UJ2024571,ARC1511,2024-11-07,ENROLLED,81.79
3480,UJ2024571,PHY1513,2024-01-07,ENROLLED,98.73
3481,UJ2024572,FAC1502,2024-12-27,ENROLLED,95.68
3482,UJ2024572,BIO2611,2024-01-07,ENROLLED,81.39
3483,UJ2024572,COS1511,2024-03-28,ENROLLED,90.38
3484,UJ2024572,ENG1511,2024-06-01,ENROLLED,81.57
3485,UJ2024572,CHE1511,2024-06-19,ENROLLED,90.13
3486,UJ2024572,ART2611,2024-12-27,ENROLLED,81.85
3487,UJ2024572,BIO1511,2024-08-23,ENROLLED,83.67
3488,UJ2024573,APM2611,2024-05-25,ENROLLED,91.82
3489,UJ2024573,ART2611,2024-05-18,COMPLETED,90.08
3490,UJ2024573,LAW1511,2024-10-04,ENROLLED,92.74
3491,UJ2024573,ENG1511,2024-11-19,ENROLLED,75.46
3492,UJ2024573,EKN224,2024-08-21,COMPLETED,80.27
3493,UJ2024573,PLS1501,2024-08-23,ENROLLED,80.46
3494,UJ2024574,ARC2611,2024-02-03,ENROLLED,94.76
3495,UJ2024574,ART2611,2024-04-04,ENROLLED,99.09
3496,UJ2024574,FAC1502,2024-06-28,ENROLLED,94.11
3497,UJ2024574,PLS1501,2024-09-17,ENROLLED,86.92
3498,UJ2024574,CHE2611,2024-03-23,ENROLLED,93.16
3499,UJ2024575,APM1513,2024-07-12,ENROLLED,84.47
3500,UJ2024575,PHY2611,2024-10-24,ENROLLED,86.75
3501,UJ2024575,PLS2601,2024-04-23,ENROLLED,91.29
3502,UJ2024575,ARC2611,2024-07-12,ENROLLED,85.87
3503,UJ2024575,PLS1501,2024-04-10,ENROLLED,96.9
3504,UJ2024575,ENG2611,2024-09-24,ENROLLED,83.8
3505,UJ2024575,CHE2611,2024-01-23,ENROLLED,95.27
3506,UJ2024575,MAT1581,2024-01-05,ENROLLED,74.35
3507,UJ2024576,SOC1501,2024-04-07,COMPLETED,90.54
3508,UJ2024576,MAT2681,2024-11-01,ENROLLED,86.69
3509,UJ2024576,APM2611,2024-04-13,COMPLETED,61.71
3510,UJ2024576,EKN224,2024-05-26,ENROLLED,88.3
3511,UJ2024577,INF1511,2024-10-22,ENROLLED,64.18
3512,UJ2024577,SOC2601,2024-01-24,ENROLLED,84.54
3513,UJ2024577,ARC2611,2024-09-15,ENROLLED,99.57
3514,UJ2024577,BIO1511,2024-03-20,ENROLLED,84.3
3515,UJ2024578,CHE2611,2024-07-01,ENROLLED,98.43
3516,UJ2024578,CHE1511,2024-10-21,COMPLETED,95.9
3517,UJ2024578,MNB1501,2024-10-21,COMPLETED,87.86
3518,UJ2024578,NUR2611,2024-06-20,ENROLLED,83.84
3519,UJ2024579,COS1511,2024-09-11,ENROLLED,89.31
3520,UJ2024579,CHE2611,2024-01-24,ENROLLED,94.31
3521,UJ2024579,PLS2601,2024-09-04,COMPLETED,84.81
3522,UJ2024579,PLS1501,2024-07-09,ENROLLED,85.42
3523,UJ2024580,INF1511,2024-04-17,ENROLLED,96.11
3524,UJ2024580,ARC2611,2024-05-21,ENROLLED,96.63
3525,UJ2024580,CHE2611,2024-04-20,ENROLLED,87.54
3526,UJ2024580,NUR2611,2024-01-25,ENROLLED,88.98
3527,UJ2024581,PLS1501,2024-12-16,COMPLETED,90.97
3528,UJ2024581,NUR2611,2024-11-16,ENROLLED,85.29
3529,UJ2024581,PHY1513,2024-06-07,ENROLLED,86.27
3530,UJ2024581,ART1511,2024-05-03,COMPLETED,96.27
3531,UJ2024581,ENG1511,2024-06-25,ENROLLED,96.9
3532,UJ2024581,APM1513,2024-01-05,ENROLLED,80.63
3533,UJ2024581,LAW1511,2024-01-24,ENROLLED,97.61
3534,UJ2024582,PLS1501,2024-05-15,ENROLLED,54.75
3535,UJ2024582,MNB1501,2024-07-01,ENROLLED,80.69
3536,UJ2024582,COS1511,2024-02-10,ENROLLED,85.81
3537,UJ2024582,PHY2611,2024-09-26,COMPLETED,94.99
3538,UJ2024583,CHE2611,2024-12-08,COMPLETED,97.42
3539,UJ2024583,ENG2611,2024-07-14,ENROLLED,84.66
3540,UJ2024583,EKN224,2024-01-17,COMPLETED,81.59
3541,UJ2024583,SOC1501,2024-04-16,COMPLETED,88.57
3542,UJ2024583,CHE1511,2024-02-08,ENROLLED,88.81
3543,UJ2024583,ART1511,2024-03-10,ENROLLED,96.11
