grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
488,UJ2024282,APM1513,66.33,51.41,73.23,99.82,71.58,75.07,A,4.0,2024-1,2026-01-12
489,UJ2024283,INF2611,87.77,62.84,81.86,67.12,76.36,74.56,B+,3.5,2024-1,2026-01-12
490,UJ2024285,ART2611,59.17,88.07,52.73,99.3,84.84,80.27,A,4.0,2024-1,2026-01-12
491,UJ2024285,MNB2601,61.46,85.88,92.99,87.28,70.48,79.01,A,4.0,2024-1,2026-01-12
492,UJ2024285,SOC1501,71.06,62.71,59.65,91.91,78.12,75.43,A,4.0,2024-1,2026-01-12
493,UJ2024286,LAW1511,79.29,55.87,92.78,63.2,87.53,76.25,A,4.0,2024-1,2026-01-12
494,UJ2024286,MAT1581,99.55,88.93,85.29,88.57,90.69,90.41,A,4.0,2024-1,2026-01-12
495,UJ2024288,PLS2601,64.85,82.36,53.82,96.31,62.79,73.07,B+,3.5,2024-1,2026-01-12
496,UJ2024289,PHY1513,68.91,87.74,79.5,63.89,52.88,67.26,B,3.0,2024-1,2026-01-12
497,UJ2024289,APM1513,70.84,80.25,86.74,67.47,73.76,74.67,B+,3.5,2024-1,2026-01-12
498,UJ2024289,BIO2611,97.41,92.21,88.88,95.29,92.64,93.39,A,4.0,2024-1,2026-01-12
499,UJ2024291,COS2611,92.1,98.33,69.04,87.4,88.53,87.33,A,4.0,2024-1,2026-01-12
500,UJ2024292,ENG2611,57.97,71.16,65.84,55.35,95.71,71.8,B+,3.5,2024-1,2026-01-12
501,UJ2024294,LAW2611,56.59,68.08,86.85,54.78,93.47,73.46,B+,3.5,2024-1,2026-01-12
502,UJ2024294,COS1511,60.57,88.38,81.04,60.88,50.98,65.01,B,3.0,2024-1,2026-01-12
503,UJ2024295,PHY2611,59.21,66.84,52.09,64.82,64.28,62.21,C+,2.5,2024-1,2026-01-12
504,UJ2024295,INF2611,99.63,79.78,54.98,69.35,85.05,78.01,A,4.0,2024-1,2026-01-12
505,UJ2024295,PLS1501,50.87,66.17,53.28,91.64,70.89,69.72,B,3.0,2024-1,2026-01-12
506,UJ2024296,MNB2601,80.62,98.79,55.06,60.79,88.47,76.91,A,4.0,2024-1,2026-01-12
507,UJ2024298,ARC2611,89.91,52.42,82.86,71.37,61.88,70.19,B+,3.5,2024-1,2026-01-12
508,UJ2024299,NUR1511,83.87,98.58,92.7,61.51,59.59,74.53,B+,3.5,2024-1,2026-01-12
509,UJ2024300,MAT2681,58.63,79.74,67.9,82.35,64.45,70.86,B+,3.5,2024-1,2026-01-12
510,UJ2024300,FAC2601,79.79,66.54,73.43,63.03,79.13,72.46,B+,3.5,2024-1,2026-01-12
511,UJ2024301,INF2611,67.85,63.21,98.08,84.99,63.36,74.63,B+,3.5,2024-1,2026-01-12
512,UJ2024301,PHY2611,67.8,74.53,73.27,75.53,63.22,70.19,B+,3.5,2024-1,2026-01-12
513,UJ2024302,APM1513,72.7,81.19,81.59,50.71,59.43,65.83,B,3.0,2024-1,2026-01-12
514,UJ2024303,PHY1513,70.07,80.05,73.79,57.11,94.55,76.23,A,4.0,2024-1,2026-01-12
515,UJ2024303,MAT1581,75.05,54.57,75.27,50.4,78.09,66.76,B,3.0,2024-1,2026-01-12
516,UJ2024305,EKN114,84.36,92.93,52.82,87.02,59.33,74.07,B+,3.5,2024-1,2026-01-12
517,UJ2024305,BIO2611,86.96,76.12,99.92,93.2,81.35,87.16,A,4.0,2024-1,2026-01-12
518,UJ2024305,ARC2611,72.03,99.43,70.73,69.16,56.34,70.52,B+,3.5,2024-1,2026-01-12
519,UJ2024305,MNB2601,68.16,57.04,93.58,83.96,82.61,78.59,A,4.0,2024-1,2026-01-12
520,UJ2024306,NUR1511,55.97,68.16,78.68,97.48,71.44,76.22,A,4.0,2024-1,2026-01-12
521,UJ2024306,COS2611,71.33,93.39,72.18,93.75,73.86,81.13,A,4.0,2024-1,2026-01-12
522,UJ2024307,COS1511,85.53,60.05,61.65,95.17,76.41,77.8,A,4.0,2024-1,2026-01-12
523,UJ2024309,BIO1511,96.02,76.9,66.75,57.67,69.77,71.3,B+,3.5,2024-1,2026-01-12
524,UJ2024309,PLS1501,71.35,74.11,85.62,55.3,98.76,78.11,A,4.0,2024-1,2026-01-12
525,UJ2024310,CHE1511,82.85,59.4,65.8,56.26,50.42,60.4,C+,2.5,2024-1,2026-01-12
526,UJ2024311,CHE2611,92.01,57.73,99.62,75.1,96.5,85.13,A,4.0,2024-1,2026-01-12
527,UJ2024312,CHE2611,99.23,98.57,87.54,86.73,74.17,86.73,A,4.0,2024-1,2026-01-12
528,UJ2024312,PLS2601,50.84,92.94,86.72,73.35,72.98,74.81,B+,3.5,2024-1,2026-01-12
529,UJ2024313,FAC2601,55.91,56.0,85.61,61.85,94.85,73.55,B+,3.5,2024-1,2026-01-12
530,UJ2024314,MAT1581,67.71,71.18,68.36,84.32,86.61,78.15,A,4.0,2024-1,2026-01-12
531,UJ2024315,LAW2611,57.48,92.5,66.22,97.89,52.18,72.56,B+,3.5,2024-1,2026-01-12
532,UJ2024316,CHE2611,76.8,80.77,52.71,93.16,81.63,79.32,A,4.0,2024-1,2026-01-12
533,UJ2024316,SOC1501,62.81,72.07,92.8,71.81,83.31,77.1,A,4.0,2024-1,2026-01-12
534,UJ2024316,LAW1511,70.87,73.82,81.01,96.51,95.67,86.68,A,4.0,2024-1,2026-01-12
535,UJ2024316,SOC2601,61.73,86.12,98.97,91.13,76.31,82.7,A,4.0,2024-1,2026-01-12
536,UJ2024317,ENG1511,68.53,66.91,62.76,97.84,79.8,78.13,A,4.0,2024-1,2026-01-12
537,UJ2024318,SOC1501,89.87,77.87,98.66,71.03,81.87,82.28,A,4.0,2024-1,2026-01-12
538,UJ2024320,ARC1511,51.56,99.85,72.38,92.98,70.84,78.07,A,4.0,2024-1,2026-01-12
539,UJ2024320,CHE1511,99.54,83.24,58.81,78.04,68.03,76.16,A,4.0,2024-1,2026-01-12
540,UJ2024322,EKN224,81.12,60.11,58.91,76.56,95.67,77.86,A,4.0,2024-1,2026-01-12
541,UJ2024324,CHE2611,71.16,65.48,58.98,98.13,76.44,76.81,A,4.0,2024-1,2026-01-12
542,UJ2024325,ENG1511,69.08,89.9,61.93,71.42,93.12,78.93,A,4.0,2024-1,2026-01-12
543,UJ2024326,LAW2611,52.18,67.84,50.28,62.59,52.13,56.83,C,2.0,2024-1,2026-01-12
544,UJ2024326,CHE2611,52.65,91.4,66.93,98.73,59.42,74.16,B+,3.5,2024-1,2026-01-12
545,UJ2024327,MAT2681,81.75,64.69,83.11,85.91,75.22,78.48,A,4.0,2024-1,2026-01-12
546,UJ2024327,LAW2611,60.08,78.84,69.03,73.84,55.24,66.22,B,3.0,2024-1,2026-01-12
547,UJ2024328,ENG1511,60.31,91.39,68.85,75.77,66.11,71.86,B+,3.5,2024-1,2026-01-12
548,UJ2024328,ART1511,84.51,99.81,62.65,66.75,95.71,82.45,A,4.0,2024-1,2026-01-12
549,UJ2024328,FAC1502,86.61,94.87,96.84,62.04,88.81,83.9,A,4.0,2024-1,2026-01-12
550,UJ2024328,ENG2611,93.44,72.46,69.42,60.32,50.3,65.47,B,3.0,2024-1,2026-01-12
551,UJ2024330,CHE1511,72.66,93.63,59.46,82.98,59.36,72.42,B+,3.5,2024-1,2026-01-12
552,UJ2024330,PLS2601,82.76,67.14,97.85,61.19,72.37,74.17,B+,3.5,2024-1,2026-01-12
553,UJ2024330,ART2611,52.13,69.43,95.75,52.63,85.87,71.52,B+,3.5,2024-1,2026-01-12
554,UJ2024332,PLS2601,94.39,56.95,88.01,52.97,50.11,64.18,C+,2.5,2024-1,2026-01-12
555,UJ2024332,COS1511,54.81,56.42,51.75,97.68,69.56,69.73,B,3.0,2024-1,2026-01-12
556,UJ2024333,EKN224,79.8,68.37,86.58,98.21,54.75,76.19,A,4.0,2024-1,2026-01-12
557,UJ2024333,COS2611,74.57,95.47,78.79,62.06,55.16,69.39,B,3.0,2024-1,2026-01-12
558,UJ2024333,COS1511,86.11,86.11,55.39,80.26,58.17,71.66,B+,3.5,2024-1,2026-01-12
559,UJ2024334,COS2611,63.31,55.15,66.68,91.65,60.35,68.79,B,3.0,2024-1,2026-01-12
560,UJ2024334,FAC1502,59.11,83.24,97.53,86.82,84.64,83.08,A,4.0,2024-1,2026-01-12
561,UJ2024335,MAT1581,69.58,54.39,62.62,65.19,88.64,70.88,B+,3.5,2024-1,2026-01-12
562,UJ2024336,INF2611,94.61,83.41,93.15,56.97,71.36,76.33,A,4.0,2024-1,2026-01-12
563,UJ2024336,BIO1511,97.3,61.96,68.05,53.06,60.98,65.66,B,3.0,2024-1,2026-01-12
564,UJ2024337,ART2611,67.74,70.25,50.54,64.73,98.11,73.9,B+,3.5,2024-1,2026-01-12
565,UJ2024337,PLS1501,65.76,54.59,70.46,51.04,91.69,68.89,B,3.0,2024-1,2026-01-12
566,UJ2024337,MNB2601,79.35,71.69,72.37,66.37,95.29,78.69,A,4.0,2024-1,2026-01-12
567,UJ2024338,PLS1501,56.26,80.07,59.3,53.29,52.24,58.34,C,2.0,2024-1,2026-01-12
568,UJ2024338,ARC1511,59.96,72.81,51.84,96.41,58.39,69.31,B,3.0,2024-1,2026-01-12
569,UJ2024339,PHY1513,52.16,95.72,51.31,70.81,96.54,76.54,A,4.0,2024-1,2026-01-12
570,UJ2024339,FAC2601,96.07,70.74,74.1,73.0,90.7,81.6,A,4.0,2024-1,2026-01-12
571,UJ2024339,COS2611,94.43,75.17,58.11,91.74,57.7,74.4,B+,3.5,2024-1,2026-01-12
572,UJ2024340,NUR1511,83.95,95.8,64.9,73.94,94.47,83.52,A,4.0,2024-1,2026-01-12
573,UJ2024342,ARC1511,86.68,58.23,74.9,52.72,67.44,66.38,B,3.0,2024-1,2026-01-12
574,UJ2024342,LAW1511,91.13,60.96,73.27,98.64,54.15,74.71,B+,3.5,2024-1,2026-01-12
575,UJ2024343,ENG1511,57.05,50.94,92.36,54.8,63.31,62.75,C+,2.5,2024-1,2026-01-12
576,UJ2024344,ENG1511,81.03,62.96,68.65,52.0,95.28,73.48,B+,3.5,2024-1,2026-01-12
577,UJ2024344,APM1513,79.22,62.49,51.96,59.15,68.94,64.52,C+,2.5,2024-1,2026-01-12
578,UJ2024345,MNB1501,83.03,86.36,51.76,88.63,50.06,70.35,B+,3.5,2024-1,2026-01-12
579,UJ2024345,SOC2601,64.76,74.27,72.37,53.31,83.55,70.1,B+,3.5,2024-1,2026-01-12
580,UJ2024346,ARC1511,50.19,69.61,77.6,94.11,81.74,77.66,A,4.0,2024-1,2026-01-12
581,UJ2024346,ENG2611,60.7,82.32,94.69,62.32,94.75,79.66,A,4.0,2024-1,2026-01-12
582,UJ2024347,INF2611,69.49,54.37,84.03,65.59,66.45,67.52,B,3.0,2024-1,2026-01-12
583,UJ2024347,PLS1501,70.5,80.74,87.59,56.39,77.96,73.31,B+,3.5,2024-1,2026-01-12
584,UJ2024348,BIO1511,62.31,68.71,82.92,68.7,56.64,66.26,B,3.0,2024-1,2026-01-12
585,UJ2024350,EKN114,68.26,59.11,55.33,90.01,99.25,79.68,A,4.0,2024-1,2026-01-12
586,UJ2024350,NUR1511,53.17,58.64,67.38,75.98,61.62,64.36,C+,2.5,2024-1,2026-01-12
587,UJ2024351,ART1511,93.6,94.57,77.35,52.69,56.67,70.0,B+,3.5,2024-1,2026-01-12
588,UJ2024351,BIO1511,55.04,68.41,93.54,50.53,91.7,72.69,B+,3.5,2024-1,2026-01-12
589,UJ2024352,BIO1511,51.83,69.26,95.96,73.53,70.05,71.95,B+,3.5,2024-1,2026-01-12
590,UJ2024352,MAT2681,86.4,83.6,76.24,62.2,54.36,68.79,B,3.0,2024-1,2026-01-12
591,UJ2024353,CHE1511,77.94,64.47,80.77,92.81,98.9,86.35,A,4.0,2024-1,2026-01-12
592,UJ2024353,INF2611,94.12,58.71,52.47,96.06,98.36,84.32,A,4.0,2024-1,2026-01-12
593,UJ2024353,SOC1501,70.7,87.96,83.32,69.11,76.48,76.52,A,4.0,2024-1,2026-01-12
594,UJ2024355,PLS2601,53.66,83.83,90.96,79.67,59.41,72.01,B+,3.5,2024-1,2026-01-12
595,UJ2024355,CHE2611,67.27,96.55,76.59,58.53,81.89,75.26,A,4.0,2024-1,2026-01-12
596,UJ2024355,ARC1511,52.27,86.42,78.11,66.74,69.99,70.2,B+,3.5,2024-1,2026-01-12
597,UJ2024356,MAT1581,92.91,74.88,79.15,92.85,69.85,81.21,A,4.0,2024-1,2026-01-12
598,UJ2024356,APM2611,91.85,74.59,51.67,90.58,95.41,83.98,A,4.0,2024-1,2026-01-12
599,UJ2024356,NUR2611,89.12,80.71,94.45,58.27,74.07,76.43,A,4.0,2024-1,2026-01-12
600,UJ2024357,INF1511,91.82,97.18,84.22,66.9,78.0,81.11,A,4.0,2024-1,2026-01-12
601,UJ2024357,ARC1511,67.74,55.29,71.32,70.51,78.84,70.43,B+,3.5,2024-1,2026-01-12
602,UJ2024357,CHE1511,98.32,67.69,56.02,78.32,82.81,77.73,A,4.0,2024-1,2026-01-12
603,UJ2024358,ENG1511,91.81,96.63,89.76,94.69,67.41,85.63,A,4.0,2024-1,2026-01-12
604,UJ2024358,PHY1513,83.33,51.21,85.75,56.19,81.88,71.65,B+,3.5,2024-1,2026-01-12
605,UJ2024360,BIO1511,83.78,58.31,89.82,74.47,74.94,75.89,A,4.0,2024-1,2026-01-12
606,UJ2024360,PHY2611,71.3,78.24,53.77,60.55,61.89,64.2,C+,2.5,2024-1,2026-01-12
607,UJ2024360,LAW2611,60.5,64.29,75.25,90.0,85.93,78.28,A,4.0,2024-1,2026-01-12
608,UJ2024360,COS2611,72.92,74.71,61.83,95.06,77.02,78.29,A,4.0,2024-1,2026-01-12
609,UJ2024361,ENG2611,92.43,74.59,91.61,51.83,63.95,70.94,B+,3.5,2024-1,2026-01-12
610,UJ2024361,ARC2611,75.29,52.96,58.6,93.24,87.6,77.62,A,4.0,2024-1,2026-01-12
611,UJ2024362,MNB1501,84.56,74.4,96.48,85.99,55.63,76.5,A,4.0,2024-1,2026-01-12
612,UJ2024364,CHE2611,54.34,77.12,80.55,84.2,81.74,77.37,A,4.0,2024-1,2026-01-12
613,UJ2024367,MAT1581,58.29,85.71,68.11,89.72,85.66,79.94,A,4.0,2024-1,2026-01-12
614,UJ2024367,CHE2611,95.35,80.26,57.02,59.85,85.54,75.52,A,4.0,2024-1,2026-01-12
615,UJ2024368,PLS1501,88.59,83.32,98.4,71.21,63.16,77.3,A,4.0,2024-1,2026-01-12
616,UJ2024369,MAT2681,54.22,74.83,59.55,60.09,59.28,61.1,C+,2.5,2024-1,2026-01-12
617,UJ2024369,COS2611,79.18,83.26,57.58,50.22,72.28,67.24,B,3.0,2024-1,2026-01-12
618,UJ2024371,LAW1511,97.1,89.16,98.91,54.11,69.13,77.04,A,4.0,2024-1,2026-01-12
619,UJ2024372,CHE1511,59.72,54.29,79.86,62.4,70.37,65.79,B,3.0,2024-1,2026-01-12
620,UJ2024372,ENG2611,66.28,87.36,87.18,84.5,61.58,75.72,A,4.0,2024-1,2026-01-12
621,UJ2024372,ART1511,83.0,86.44,97.99,73.28,59.75,76.36,A,4.0,2024-1,2026-01-12
622,UJ2024373,LAW1511,55.13,97.67,69.45,71.27,52.96,67.04,B,3.0,2024-1,2026-01-12
623,UJ2024373,ART1511,50.08,90.13,56.89,99.27,98.58,83.96,A,4.0,2024-1,2026-01-12
624,UJ2024373,APM1513,72.39,79.17,87.93,92.62,99.42,88.9,A,4.0,2024-1,2026-01-12
625,UJ2024374,BIO2611,59.34,69.35,92.03,76.32,98.71,81.8,A,4.0,2024-1,2026-01-12
626,UJ2024376,EKN224,91.1,68.31,62.7,78.62,83.22,77.94,A,4.0,2024-1,2026-01-12
627,UJ2024377,CHE2611,75.6,90.16,73.27,72.37,73.3,75.94,A,4.0,2024-1,2026-01-12
628,UJ2024378,APM1513,99.81,98.21,63.7,69.95,84.51,82.1,A,4.0,2024-1,2026-01-12
629,UJ2024379,INF2611,90.72,90.63,77.37,70.81,95.92,85.29,A,4.0,2024-1,2026-01-12
630,UJ2024379,CHE2611,99.04,66.47,54.19,95.23,81.24,81.13,A,4.0,2024-1,2026-01-12
631,UJ2024380,INF1511,76.32,79.62,75.66,69.07,71.17,73.36,B+,3.5,2024-1,2026-01-12
632,UJ2024381,COS2611,88.05,90.78,94.87,87.45,77.11,86.05,A,4.0,2024-1,2026-01-12
633,UJ2024382,NUR2611,88.49,60.88,78.53,75.25,84.81,78.44,A,4.0,2024-1,2026-01-12
634,UJ2024382,SOC2601,80.19,81.26,69.49,58.17,89.36,75.99,A,4.0,2024-1,2026-01-12
635,UJ2024383,NUR2611,65.51,93.35,95.21,76.98,56.29,74.24,B+,3.5,2024-1,2026-01-12
636,UJ2024384,MAT1581,52.17,60.44,69.93,70.99,50.62,60.31,C+,2.5,2024-1,2026-01-12
637,UJ2024384,ARC1511,93.35,65.77,56.62,53.41,87.52,71.97,B+,3.5,2024-1,2026-01-12
638,UJ2024385,NUR2611,73.19,83.46,72.91,55.46,74.38,70.61,B+,3.5,2024-1,2026-01-12
639,UJ2024385,PLS2601,67.35,69.94,68.85,51.58,95.44,72.45,B+,3.5,2024-1,2026-01-12
640,UJ2024385,ART1511,86.47,94.85,69.06,55.65,51.41,66.89,B,3.0,2024-1,2026-01-12
641,UJ2024386,CHE2611,66.85,67.59,75.89,76.59,57.11,67.83,B,3.0,2024-1,2026-01-12
642,UJ2024387,PHY2611,84.67,99.35,53.33,55.97,73.6,71.67,B+,3.5,2024-1,2026-01-12
643,UJ2024387,ARC1511,81.47,83.95,83.65,64.61,93.15,81.46,A,4.0,2024-1,2026-01-12
644,UJ2024388,MNB1501,82.27,60.58,61.0,62.93,82.2,70.97,B+,3.5,2024-1,2026-01-12
645,UJ2024388,LAW1511,59.27,99.66,66.76,97.88,64.3,77.61,A,4.0,2024-1,2026-01-12
646,UJ2024390,PLS1501,88.69,58.27,72.11,56.17,52.65,62.7,C+,2.5,2024-1,2026-01-12
647,UJ2024390,BIO1511,92.72,61.46,64.93,90.97,62.89,74.48,B+,3.5,2024-1,2026-01-12
648,UJ2024390,MAT1581,82.38,53.3,81.84,55.87,70.73,67.81,B,3.0,2024-1,2026-01-12
649,UJ2024390,NUR1511,50.77,66.84,78.12,63.57,86.55,71.22,B+,3.5,2024-1,2026-01-12
650,UJ2024391,SOC1501,68.43,82.13,90.01,61.23,94.9,79.86,A,4.0,2024-1,2026-01-12
651,UJ2024392,MNB2601,89.69,79.35,94.51,55.39,57.07,70.5,B+,3.5,2024-1,2026-01-12
652,UJ2024393,ENG1511,53.88,64.53,98.81,78.36,74.97,74.66,B+,3.5,2024-1,2026-01-12
653,UJ2024394,BIO1511,89.78,96.64,66.85,52.38,74.7,73.5,B+,3.5,2024-1,2026-01-12
654,UJ2024394,MNB1501,74.31,75.19,84.86,90.8,91.4,85.27,A,4.0,2024-1,2026-01-12
655,UJ2024394,CHE1511,76.45,96.76,80.95,92.47,55.89,78.01,A,4.0,2024-1,2026-01-12
656,UJ2024394,SOC2601,55.57,84.17,50.86,99.6,58.61,71.07,B+,3.5,2024-1,2026-01-12
657,UJ2024396,MAT1581,57.56,86.89,74.29,88.92,57.63,72.33,B+,3.5,2024-1,2026-01-12
658,UJ2024396,APM1513,80.54,81.13,53.06,65.03,87.68,74.77,B+,3.5,2024-1,2026-01-12
659,UJ2024396,EKN224,66.02,52.63,81.83,69.6,78.9,71.14,B+,3.5,2024-1,2026-01-12
660,UJ2024397,ENG1511,59.18,98.67,70.34,99.31,58.07,76.48,A,4.0,2024-1,2026-01-12
661,UJ2024397,EKN224,57.88,61.94,85.58,96.44,73.0,76.82,A,4.0,2024-1,2026-01-12
662,UJ2024398,ENG2611,57.34,84.75,87.83,72.28,70.67,73.76,B+,3.5,2024-1,2026-01-12
663,UJ2024398,INF1511,53.75,62.59,98.09,76.41,50.1,66.3,B,3.0,2024-1,2026-01-12
664,UJ2024399,APM2611,89.04,88.1,83.37,88.88,93.67,89.4,A,4.0,2024-1,2026-01-12
665,UJ2024399,ENG1511,87.61,73.08,50.6,62.7,96.42,76.29,A,4.0,2024-1,2026-01-12
666,UJ2024400,FAC2601,93.59,80.05,90.63,57.46,70.58,75.18,A,4.0,2024-1,2026-01-12
667,UJ2024400,APM2611,92.37,81.27,76.86,58.65,88.16,78.69,A,4.0,2024-1,2026-01-12
668,UJ2024400,ARC1511,68.07,96.86,60.35,64.86,96.14,78.85,A,4.0,2024-1,2026-01-12
669,UJ2024400,ARC2611,97.22,54.34,77.19,55.52,54.48,64.54,C+,2.5,2024-1,2026-01-12
670,UJ2024401,EKN224,87.31,73.83,86.68,89.89,70.4,80.77,A,4.0,2024-1,2026-01-12
671,UJ2024402,APM2611,91.82,66.95,58.88,73.82,77.12,74.24,B+,3.5,2024-1,2026-01-12
672,UJ2024402,ARC1511,55.47,99.68,66.31,81.12,92.26,81.18,A,4.0,2024-1,2026-01-12
673,UJ2024402,MNB2601,79.4,71.09,59.3,66.34,72.56,69.82,B,3.0,2024-1,2026-01-12
674,UJ2024403,PLS2601,83.99,92.91,54.76,60.77,73.29,71.93,B+,3.5,2024-1,2026-01-12
675,UJ2024404,APM2611,71.35,82.84,97.02,70.72,57.67,72.66,B+,3.5,2024-1,2026-01-12
676,UJ2024404,LAW1511,89.28,55.67,74.28,56.61,56.71,64.05,C+,2.5,2024-1,2026-01-12
677,UJ2024404,LAW2611,64.19,96.25,63.06,55.05,68.95,67.97,B,3.0,2024-1,2026-01-12
678,UJ2024404,EKN114,58.58,67.24,77.04,76.52,76.86,72.62,B+,3.5,2024-1,2026-01-12
679,UJ2024405,CHE1511,52.71,54.5,77.64,75.59,71.03,67.93,B,3.0,2024-1,2026-01-12
680,UJ2024405,ENG1511,84.47,76.13,68.6,53.48,83.18,72.7,B+,3.5,2024-1,2026-01-12
681,UJ2024405,FAC1502,79.11,64.13,66.13,83.07,59.29,69.96,B,3.0,2024-1,2026-01-12
682,UJ2024406,SOC1501,99.26,89.95,95.48,58.65,69.64,78.26,A,4.0,2024-1,2026-01-12
683,UJ2024406,MAT2681,68.87,62.07,89.16,77.62,51.58,67.89,B,3.0,2024-1,2026-01-12
684,UJ2024408,PLS1501,65.9,93.16,59.4,85.09,88.74,80.66,A,4.0,2024-1,2026-01-12
685,UJ2024408,INF2611,54.96,61.79,70.75,53.55,70.83,62.76,C+,2.5,2024-1,2026-01-12
686,UJ2024409,MNB1501,79.39,62.89,53.76,78.18,78.83,72.6,B+,3.5,2024-1,2026-01-12
687,UJ2024410,ARC1511,56.78,94.18,52.76,93.45,85.51,79.57,A,4.0,2024-1,2026-01-12
688,UJ2024410,SOC1501,85.51,77.75,69.67,76.7,85.46,79.75,A,4.0,2024-1,2026-01-12
689,UJ2024411,MAT2681,84.11,94.97,93.98,53.32,59.27,72.07,B+,3.5,2024-1,2026-01-12
690,UJ2024411,MAT1581,77.64,85.69,76.23,66.37,63.27,71.51,B+,3.5,2024-1,2026-01-12
691,UJ2024411,ARC2611,72.21,76.63,95.9,93.84,55.81,76.91,A,4.0,2024-1,2026-01-12
692,UJ2024412,CHE1511,77.35,72.49,76.25,52.88,88.81,73.78,B+,3.5,2024-1,2026-01-12
693,UJ2024412,CHE2611,74.58,58.82,86.23,86.32,93.46,82.56,A,4.0,2024-1,2026-01-12
694,UJ2024413,INF2611,57.39,78.35,80.96,77.07,89.73,78.69,A,4.0,2024-1,2026-01-12
695,UJ2024413,MNB1501,71.77,59.58,81.57,62.81,84.55,73.01,B+,3.5,2024-1,2026-01-12
696,UJ2024414,ARC1511,88.14,52.94,57.59,51.78,58.85,60.4,C+,2.5,2024-1,2026-01-12
697,UJ2024414,ART2611,79.6,74.31,87.07,87.08,64.5,77.27,A,4.0,2024-1,2026-01-12
698,UJ2024414,MNB1501,59.22,90.71,77.78,68.98,53.34,67.4,B,3.0,2024-1,2026-01-12
699,UJ2024415,MAT2681,61.37,84.26,50.2,81.87,87.31,76.03,A,4.0,2024-1,2026-01-12
700,UJ2024415,PHY2611,83.06,88.71,88.12,74.96,89.26,84.5,A,4.0,2024-1,2026-01-12
701,UJ2024416,INF1511,79.03,93.84,92.75,70.8,83.8,82.68,A,4.0,2024-1,2026-01-12
702,UJ2024416,PHY2611,52.24,74.13,85.38,68.57,84.42,74.23,B+,3.5,2024-1,2026-01-12
703,UJ2024416,MAT1581,53.77,61.76,52.63,84.64,66.17,66.23,B,3.0,2024-1,2026-01-12
704,UJ2024418,MAT2681,52.62,71.02,83.6,89.42,61.06,71.76,B+,3.5,2024-1,2026-01-12
705,UJ2024419,ARC1511,62.29,92.49,72.77,58.66,72.69,70.6,B+,3.5,2024-1,2026-01-12
706,UJ2024421,FAC1502,83.21,81.44,90.6,61.32,70.05,74.63,B+,3.5,2024-1,2026-01-12
707,UJ2024421,ARC1511,56.5,59.9,59.16,86.61,77.06,71.1,B+,3.5,2024-1,2026-01-12
708,UJ2024421,APM1513,83.03,75.8,89.79,83.4,90.61,85.33,A,4.0,2024-1,2026-01-12
709,UJ2024422,CHE2611,63.61,63.55,90.32,82.48,92.13,80.88,A,4.0,2024-1,2026-01-12
710,UJ2024422,SOC1501,58.43,85.13,63.58,71.9,50.72,64.26,C+,2.5,2024-1,2026-01-12
711,UJ2024422,EKN224,77.63,53.25,85.46,60.26,82.31,72.21,B+,3.5,2024-1,2026-01-12
712,UJ2024423,APM2611,96.61,75.1,90.85,50.26,87.16,78.1,A,4.0,2024-1,2026-01-12
713,UJ2024423,SOC2601,64.33,55.21,96.49,57.46,65.89,66.54,B,3.0,2024-1,2026-01-12
714,UJ2024424,ENG1511,87.07,93.8,66.03,77.48,97.34,85.61,A,4.0,2024-1,2026-01-12
715,UJ2024424,BIO1511,73.7,66.36,61.99,54.62,69.99,64.96,C+,2.5,2024-1,2026-01-12
716,UJ2024424,MAT1581,83.39,75.38,52.81,55.6,75.92,68.41,B,3.0,2024-1,2026-01-12
717,UJ2024424,LAW2611,54.26,77.11,65.73,62.89,79.61,69.17,B,3.0,2024-1,2026-01-12
718,UJ2024425,LAW1511,97.6,78.28,83.2,87.08,50.73,75.85,A,4.0,2024-1,2026-01-12
719,UJ2024425,COS1511,54.18,80.11,94.59,88.44,91.88,84.01,A,4.0,2024-1,2026-01-12
720,UJ2024426,ARC2611,95.86,72.22,79.82,55.11,57.82,68.31,B,3.0,2024-1,2026-01-12
721,UJ2024426,PHY1513,93.16,53.65,98.57,68.56,79.64,77.84,A,4.0,2024-1,2026-01-12
722,UJ2024427,ARC2611,72.23,66.89,54.6,53.36,79.1,66.13,B,3.0,2024-1,2026-01-12
723,UJ2024429,PHY2611,53.33,50.01,76.28,60.7,67.1,62.25,C+,2.5,2024-1,2026-01-12
724,UJ2024430,MNB2601,62.04,63.95,75.99,70.73,76.2,70.84,B+,3.5,2024-1,2026-01-12
725,UJ2024430,INF1511,75.38,86.28,75.47,96.11,95.7,88.31,A,4.0,2024-1,2026-01-12
726,UJ2024431,FAC1502,63.79,69.31,98.3,91.57,86.11,83.44,A,4.0,2024-1,2026-01-12
727,UJ2024432,APM2611,83.19,89.49,72.34,81.9,76.84,80.28,A,4.0,2024-1,2026-01-12
728,UJ2024434,ENG1511,60.88,83.66,80.2,54.9,78.28,70.92,B+,3.5,2024-1,2026-01-12
729,UJ2024434,PHY1513,87.08,68.83,88.82,74.55,57.65,72.64,B+,3.5,2024-1,2026-01-12
730,UJ2024434,EKN114,94.4,96.45,82.5,57.44,69.82,76.31,A,4.0,2024-1,2026-01-12
731,UJ2024434,SOC1501,99.27,62.66,55.59,55.41,71.75,68.01,B,3.0,2024-1,2026-01-12
